Mod:Item:MetaData, Localized Name
gregtech:frame_vibranium:4, Vibranium Frame
gregtech:frame_vibranium:5, Vibranium Frame
gregtech:frame_vibranium:6, Vibranium Frame
gregtech:frame_vibranium:7, Vibranium Frame
gregtech:frame_vibranium:8, Vibranium Frame
gregtech:frame_vibranium:9, Vibranium Frame
gregtech:frame_vibranium:10, Vibranium Frame
gregtech:frame_vibranium:11, Vibranium Frame
gregtech:frame_vibranium:12, Vibranium Frame
gregtech:frame_vibranium:13, Vibranium Frame
gregtech:frame_vibranium:14, Vibranium Frame
gregtech:frame_vibranium:15, Vibranium Frame
gregtech:frame_einsteinium:0, Einsteinium Frame
gregtech:frame_einsteinium:1, Einsteinium Frame
gregtech:frame_einsteinium:2, Einsteinium Frame
gregtech:frame_einsteinium:3, Einsteinium Frame
gregtech:frame_einsteinium:4, Einsteinium Frame
gregtech:frame_einsteinium:5, Einsteinium Frame
gregtech:frame_einsteinium:6, Einsteinium Frame
gregtech:frame_einsteinium:7, Einsteinium Frame
gregtech:frame_einsteinium:8, Einsteinium Frame
gregtech:frame_einsteinium:9, Einsteinium Frame
gregtech:frame_einsteinium:10, Einsteinium Frame
gregtech:frame_einsteinium:11, Einsteinium Frame
gregtech:frame_einsteinium:12, Einsteinium Frame
gregtech:frame_einsteinium:13, Einsteinium Frame
gregtech:frame_einsteinium:14, Einsteinium Frame
gregtech:frame_einsteinium:15, Einsteinium Frame
gregtech:frame_ruridit:0, Ruridit Frame
gregtech:frame_ruridit:1, Ruridit Frame
gregtech:frame_ruridit:2, Ruridit Frame
gregtech:frame_ruridit:3, Ruridit Frame
gregtech:frame_ruridit:4, Ruridit Frame
gregtech:frame_ruridit:5, Ruridit Frame
gregtech:frame_ruridit:6, Ruridit Frame
gregtech:frame_ruridit:7, Ruridit Frame
gregtech:frame_ruridit:8, Ruridit Frame
gregtech:frame_ruridit:9, Ruridit Frame
gregtech:frame_ruridit:10, Ruridit Frame
gregtech:frame_ruridit:11, Ruridit Frame
gregtech:frame_ruridit:12, Ruridit Frame
gregtech:frame_ruridit:13, Ruridit Frame
gregtech:frame_ruridit:14, Ruridit Frame
gregtech:frame_ruridit:15, Ruridit Frame
gregtech:frame_trinium:0, Trinium Frame
gregtech:frame_trinium:1, Trinium Frame
gregtech:frame_trinium:2, Trinium Frame
gregtech:frame_trinium:3, Trinium Frame
gregtech:frame_trinium:4, Trinium Frame
gregtech:frame_trinium:5, Trinium Frame
gregtech:frame_trinium:6, Trinium Frame
gregtech:frame_trinium:7, Trinium Frame
gregtech:frame_trinium:8, Trinium Frame
gregtech:frame_trinium:9, Trinium Frame
gregtech:frame_trinium:10, Trinium Frame
gregtech:frame_trinium:11, Trinium Frame
gregtech:frame_trinium:12, Trinium Frame
gregtech:frame_trinium:13, Trinium Frame
gregtech:frame_trinium:14, Trinium Frame
gregtech:frame_trinium:15, Trinium Frame
gregtech:frame_enriched_naquadah_alloy:0, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:1, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:2, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:3, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:4, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:5, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:6, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:7, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:8, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:9, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:10, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:11, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:12, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:13, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:14, Enriched Naquadah Alloy Frame
gregtech:frame_enriched_naquadah_alloy:15, Enriched Naquadah Alloy Frame
gregtech:frame_neptunium:0, Neptunium Frame
gregtech:frame_neptunium:1, Neptunium Frame
gregtech:frame_neptunium:2, Neptunium Frame
gregtech:frame_neptunium:3, Neptunium Frame
gregtech:frame_neptunium:4, Neptunium Frame
gregtech:frame_neptunium:5, Neptunium Frame
gregtech:frame_neptunium:6, Neptunium Frame
gregtech:frame_neptunium:7, Neptunium Frame
gregtech:frame_neptunium:8, Neptunium Frame
gregtech:frame_neptunium:9, Neptunium Frame
gregtech:frame_neptunium:10, Neptunium Frame
gregtech:frame_neptunium:11, Neptunium Frame
gregtech:frame_neptunium:12, Neptunium Frame
gregtech:frame_neptunium:13, Neptunium Frame
gregtech:frame_neptunium:14, Neptunium Frame
gregtech:frame_neptunium:15, Neptunium Frame
gregtech:frame_zeron:0, Zeron 100 Frame
gregtech:frame_zeron:1, Zeron 100 Frame
gregtech:frame_zeron:2, Zeron 100 Frame
gregtech:frame_zeron:3, Zeron 100 Frame
gregtech:frame_zeron:4, Zeron 100 Frame
gregtech:frame_zeron:5, Zeron 100 Frame
gregtech:frame_zeron:6, Zeron 100 Frame
gregtech:frame_zeron:7, Zeron 100 Frame
gregtech:frame_zeron:8, Zeron 100 Frame
gregtech:frame_zeron:9, Zeron 100 Frame
gregtech:frame_zeron:10, Zeron 100 Frame
gregtech:frame_zeron:11, Zeron 100 Frame
gregtech:frame_zeron:12, Zeron 100 Frame
gregtech:frame_zeron:13, Zeron 100 Frame
gregtech:frame_zeron:14, Zeron 100 Frame
gregtech:frame_zeron:15, Zeron 100 Frame
gregtech:frame_neutronium:0, Neutronium Frame
gregtech:frame_neutronium:1, Neutronium Frame
gregtech:frame_neutronium:2, Neutronium Frame
gregtech:frame_neutronium:3, Neutronium Frame
gregtech:frame_neutronium:4, Neutronium Frame
gregtech:frame_neutronium:5, Neutronium Frame
gregtech:frame_neutronium:6, Neutronium Frame
gregtech:frame_neutronium:7, Neutronium Frame
gregtech:frame_neutronium:8, Neutronium Frame
gregtech:frame_neutronium:9, Neutronium Frame
gregtech:frame_neutronium:10, Neutronium Frame
gregtech:frame_neutronium:11, Neutronium Frame
gregtech:frame_neutronium:12, Neutronium Frame
gregtech:frame_neutronium:13, Neutronium Frame
gregtech:frame_neutronium:14, Neutronium Frame
gregtech:frame_neutronium:15, Neutronium Frame
gregtech:frame_invar:0, Invar Frame
gregtech:frame_invar:1, Invar Frame
gregtech:frame_invar:2, Invar Frame
gregtech:frame_invar:3, Invar Frame
gregtech:frame_invar:4, Invar Frame
gregtech:frame_invar:5, Invar Frame
gregtech:frame_invar:6, Invar Frame
gregtech:frame_invar:7, Invar Frame
gregtech:frame_invar:8, Invar Frame
gregtech:frame_invar:9, Invar Frame
gregtech:frame_invar:10, Invar Frame
gregtech:frame_invar:11, Invar Frame
gregtech:frame_invar:12, Invar Frame
gregtech:frame_invar:13, Invar Frame
gregtech:frame_invar:14, Invar Frame
gregtech:frame_invar:15, Invar Frame
gregtech:frame_protactinium:0, Protactinium Frame
gregtech:frame_protactinium:1, Protactinium Frame
gregtech:frame_protactinium:2, Protactinium Frame
gregtech:frame_protactinium:3, Protactinium Frame
gregtech:frame_protactinium:4, Protactinium Frame
gregtech:frame_protactinium:5, Protactinium Frame
gregtech:frame_protactinium:6, Protactinium Frame
gregtech:frame_protactinium:7, Protactinium Frame
gregtech:frame_protactinium:8, Protactinium Frame
gregtech:frame_protactinium:9, Protactinium Frame
gregtech:frame_protactinium:10, Protactinium Frame
gregtech:frame_protactinium:11, Protactinium Frame
gregtech:frame_protactinium:12, Protactinium Frame
gregtech:frame_protactinium:13, Protactinium Frame
gregtech:frame_protactinium:14, Protactinium Frame
gregtech:frame_protactinium:15, Protactinium Frame
gregtech:frame_darmstadtium:0, Darmstadtium Frame
gregtech:frame_darmstadtium:1, Darmstadtium Frame
gregtech:frame_darmstadtium:2, Darmstadtium Frame
gregtech:frame_darmstadtium:3, Darmstadtium Frame
gregtech:frame_darmstadtium:4, Darmstadtium Frame
gregtech:frame_darmstadtium:5, Darmstadtium Frame
gregtech:frame_darmstadtium:6, Darmstadtium Frame
gregtech:frame_darmstadtium:7, Darmstadtium Frame
gregtech:frame_darmstadtium:8, Darmstadtium Frame
gregtech:frame_darmstadtium:9, Darmstadtium Frame
gregtech:frame_darmstadtium:10, Darmstadtium Frame
gregtech:frame_darmstadtium:11, Darmstadtium Frame
gregtech:frame_darmstadtium:12, Darmstadtium Frame
gregtech:frame_darmstadtium:13, Darmstadtium Frame
gregtech:frame_darmstadtium:14, Darmstadtium Frame
gregtech:frame_darmstadtium:15, Darmstadtium Frame
gregtech:frame_potin:0, Potin Frame
gregtech:frame_potin:1, Potin Frame
gregtech:frame_potin:2, Potin Frame
gregtech:frame_potin:3, Potin Frame
gregtech:frame_potin:4, Potin Frame
gregtech:frame_potin:5, Potin Frame
gregtech:frame_potin:6, Potin Frame
gregtech:frame_potin:7, Potin Frame
gregtech:frame_potin:8, Potin Frame
gregtech:frame_potin:9, Potin Frame
gregtech:frame_potin:10, Potin Frame
gregtech:frame_potin:11, Potin Frame
gregtech:frame_potin:12, Potin Frame
gregtech:frame_potin:13, Potin Frame
gregtech:frame_potin:14, Potin Frame
gregtech:frame_potin:15, Potin Frame
gregtech:frame_tungsten_steel:0, Tungstensteel Frame
gregtech:frame_tungsten_steel:1, Tungstensteel Frame
gregtech:frame_tungsten_steel:2, Tungstensteel Frame
gregtech:frame_tungsten_steel:3, Tungstensteel Frame
gregtech:frame_tungsten_steel:4, Tungstensteel Frame
gregtech:frame_tungsten_steel:5, Tungstensteel Frame
gregtech:frame_tungsten_steel:6, Tungstensteel Frame
gregtech:frame_tungsten_steel:7, Tungstensteel Frame
gregtech:frame_tungsten_steel:8, Tungstensteel Frame
gregtech:frame_tungsten_steel:9, Tungstensteel Frame
gregtech:frame_tungsten_steel:10, Tungstensteel Frame
gregtech:frame_tungsten_steel:11, Tungstensteel Frame
gregtech:frame_tungsten_steel:12, Tungstensteel Frame
gregtech:frame_tungsten_steel:13, Tungstensteel Frame
gregtech:frame_tungsten_steel:14, Tungstensteel Frame
gregtech:frame_tungsten_steel:15, Tungstensteel Frame
gregtech:frame_naquadria:0, Naquadria Frame
gregtech:frame_naquadria:1, Naquadria Frame
gregtech:frame_naquadria:2, Naquadria Frame
gregtech:frame_naquadria:3, Naquadria Frame
gregtech:frame_naquadria:4, Naquadria Frame
gregtech:frame_naquadria:5, Naquadria Frame
gregtech:frame_naquadria:6, Naquadria Frame
gregtech:frame_naquadria:7, Naquadria Frame
gregtech:frame_naquadria:8, Naquadria Frame
gregtech:frame_naquadria:9, Naquadria Frame
gregtech:frame_naquadria:10, Naquadria Frame
gregtech:frame_naquadria:11, Naquadria Frame
gregtech:frame_naquadria:12, Naquadria Frame
gregtech:frame_naquadria:13, Naquadria Frame
gregtech:frame_naquadria:14, Naquadria Frame
gregtech:frame_naquadria:15, Naquadria Frame
gregtech:frame_californium:0, Californium Frame
gregtech:frame_californium:1, Californium Frame
gregtech:frame_californium:2, Californium Frame
gregtech:frame_californium:3, Californium Frame
gregtech:frame_californium:4, Californium Frame
gregtech:frame_californium:5, Californium Frame
gregtech:frame_californium:6, Californium Frame
gregtech:frame_californium:7, Californium Frame
gregtech:frame_californium:8, Californium Frame
gregtech:frame_californium:9, Californium Frame
gregtech:frame_californium:10, Californium Frame
gregtech:frame_californium:11, Californium Frame
gregtech:frame_californium:12, Californium Frame
gregtech:frame_californium:13, Californium Frame
gregtech:frame_californium:14, Californium Frame
gregtech:frame_californium:15, Californium Frame
gregtech:frame_curium:0, Curium Frame
gregtech:frame_curium:1, Curium Frame
gregtech:frame_curium:2, Curium Frame
gregtech:frame_curium:3, Curium Frame
gregtech:frame_curium:4, Curium Frame
gregtech:frame_curium:5, Curium Frame
gregtech:frame_curium:6, Curium Frame
gregtech:frame_curium:7, Curium Frame
gregtech:frame_curium:8, Curium Frame
gregtech:frame_curium:9, Curium Frame
gregtech:frame_curium:10, Curium Frame
gregtech:frame_curium:11, Curium Frame
gregtech:frame_curium:12, Curium Frame
gregtech:frame_curium:13, Curium Frame
gregtech:frame_curium:14, Curium Frame
gregtech:frame_curium:15, Curium Frame
gregtech:frame_bohrium:0, Bohrium Frame
gregtech:frame_bohrium:1, Bohrium Frame
gregtech:frame_bohrium:2, Bohrium Frame
gregtech:frame_bohrium:3, Bohrium Frame
gregtech:frame_bohrium:4, Bohrium Frame
gregtech:frame_bohrium:5, Bohrium Frame
gregtech:frame_bohrium:6, Bohrium Frame
gregtech:frame_bohrium:7, Bohrium Frame
gregtech:frame_bohrium:8, Bohrium Frame
gregtech:frame_bohrium:9, Bohrium Frame
gregtech:frame_bohrium:10, Bohrium Frame
gregtech:frame_bohrium:11, Bohrium Frame
gregtech:frame_bohrium:12, Bohrium Frame
gregtech:frame_bohrium:13, Bohrium Frame
gregtech:frame_bohrium:14, Bohrium Frame
gregtech:frame_bohrium:15, Bohrium Frame
gregtech:frame_tumbaga:0, Tumbaga Frame
gregtech:frame_tumbaga:1, Tumbaga Frame
gregtech:frame_tumbaga:2, Tumbaga Frame
gregtech:frame_tumbaga:3, Tumbaga Frame
gregtech:frame_tumbaga:4, Tumbaga Frame
gregtech:frame_tumbaga:5, Tumbaga Frame
gregtech:frame_tumbaga:6, Tumbaga Frame
gregtech:frame_tumbaga:7, Tumbaga Frame
gregtech:frame_tumbaga:8, Tumbaga Frame
gregtech:frame_tumbaga:9, Tumbaga Frame
gregtech:frame_tumbaga:10, Tumbaga Frame
gregtech:frame_tumbaga:11, Tumbaga Frame
gregtech:frame_tumbaga:12, Tumbaga Frame
gregtech:frame_tumbaga:13, Tumbaga Frame
gregtech:frame_tumbaga:14, Tumbaga Frame
gregtech:frame_tumbaga:15, Tumbaga Frame
gregtech:frame_lithium_titanate:0, Lithium Titanate Frame
gregtech:frame_lithium_titanate:1, Lithium Titanate Frame
gregtech:frame_lithium_titanate:2, Lithium Titanate Frame
gregtech:frame_lithium_titanate:3, Lithium Titanate Frame
gregtech:frame_lithium_titanate:4, Lithium Titanate Frame
gregtech:frame_lithium_titanate:5, Lithium Titanate Frame
gregtech:frame_lithium_titanate:6, Lithium Titanate Frame
gregtech:frame_lithium_titanate:7, Lithium Titanate Frame
gregtech:frame_lithium_titanate:8, Lithium Titanate Frame
gregtech:frame_lithium_titanate:9, Lithium Titanate Frame
gregtech:frame_lithium_titanate:10, Lithium Titanate Frame
gregtech:frame_lithium_titanate:11, Lithium Titanate Frame
gregtech:frame_lithium_titanate:12, Lithium Titanate Frame
gregtech:frame_lithium_titanate:13, Lithium Titanate Frame
gregtech:frame_lithium_titanate:14, Lithium Titanate Frame
gregtech:frame_lithium_titanate:15, Lithium Titanate Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_nitinol_a:0, Nitinol 60 Frame
gregtech:frame_nitinol_a:1, Nitinol 60 Frame
gregtech:frame_nitinol_a:2, Nitinol 60 Frame
gregtech:frame_nitinol_a:3, Nitinol 60 Frame
gregtech:frame_nitinol_a:4, Nitinol 60 Frame
gregtech:frame_nitinol_a:5, Nitinol 60 Frame
gregtech:frame_nitinol_a:6, Nitinol 60 Frame
gregtech:frame_nitinol_a:7, Nitinol 60 Frame
gregtech:frame_nitinol_a:8, Nitinol 60 Frame
gregtech:frame_nitinol_a:9, Nitinol 60 Frame
gregtech:frame_nitinol_a:10, Nitinol 60 Frame
gregtech:frame_nitinol_a:11, Nitinol 60 Frame
gregtech:frame_nitinol_a:12, Nitinol 60 Frame
gregtech:frame_nitinol_a:13, Nitinol 60 Frame
gregtech:frame_nitinol_a:14, Nitinol 60 Frame
gregtech:frame_nitinol_a:15, Nitinol 60 Frame
gregtech:frame_babbitt_alloy:0, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:1, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:2, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:3, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:4, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:5, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:6, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:7, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:8, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:9, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:10, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:11, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:12, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:13, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:14, Babbitt Alloy Frame
gregtech:frame_babbitt_alloy:15, Babbitt Alloy Frame
gregtech:frame_aluminium:0, Aluminium Frame
gregtech:frame_aluminium:1, Aluminium Frame
gregtech:frame_aluminium:2, Aluminium Frame
gregtech:frame_aluminium:3, Aluminium Frame
gregtech:frame_aluminium:4, Aluminium Frame
gregtech:frame_aluminium:5, Aluminium Frame
gregtech:frame_aluminium:6, Aluminium Frame
gregtech:frame_aluminium:7, Aluminium Frame
gregtech:frame_aluminium:8, Aluminium Frame
gregtech:frame_aluminium:9, Aluminium Frame
gregtech:frame_aluminium:10, Aluminium Frame
gregtech:frame_aluminium:11, Aluminium Frame
gregtech:frame_aluminium:12, Aluminium Frame
gregtech:frame_aluminium:13, Aluminium Frame
gregtech:frame_aluminium:14, Aluminium Frame
gregtech:frame_aluminium:15, Aluminium Frame
gregtech:frame_cosmic_neutronium:0, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:1, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:2, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:3, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:4, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:5, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:6, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:7, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:8, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:9, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:10, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:11, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:12, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:13, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:14, Cosmic Neutronium Frame
gregtech:frame_cosmic_neutronium:15, Cosmic Neutronium Frame
